"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"DC","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"DE","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"FL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"GA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"GU","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"HI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"IA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"ID","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","99","","10/01/2014","09/30/2015"
"IL","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"IN","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"KS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"KY","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"LA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"MA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"MD","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","99","","10/01/2014","09/30/2015"
"MI","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"MN","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","96","","10/01/2014","09/30/2015"
"MO","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"MP","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"MS","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","95","","10/01/2014","09/30/2015"
"MT","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"NC","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"ND","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","96","","10/01/2014","09/30/2015"
"NE","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"NH","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","96","","10/01/2014","09/30/2015"
"NJ","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"NM","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"NV","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","99","","10/01/2014","09/30/2015"
"NY","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","96","","10/01/2014","09/30/2015"
"OH","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"OK","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","97","","10/01/2014","09/30/2015"
"OR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","94","","10/01/2014","09/30/2015"
"PA","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","98","","10/01/2014","09/30/2015"
"PR","Blood Clot Prevention and Treatment","Patients who got treatment to prevent blood clots on the day of or day after being admitted to the intensive care unit (ICU) Higher percentages are better","VTE_2","75","","10/01/2014","09/30/2015"
